UF;REGIAO;MUNICIPIO;CATEGORIA
PR;Vales do Iguaçu;Cruzeiro do Iguaçu;D
PR;Corredores das Águas;Cruzeiro do Oeste;D
PR;Corredores das Águas;CRUZEIRO DO SUL;E
PR;Vale do Ivaí;Cruzmaltina;E
PR;Rotas do Pinhão;Curitiba;A
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Diamante D'Oeste;E
PR;Corredores das Águas;Diamante do Norte;D
PR;Vales do Iguaçu;Dois Vizinhos;C
PR;Corredores das Águas;Douradina;D
PR;Corredores das Águas;Doutor Camargo;E
PR;Ecoaventuras Histórias e Sabores;Engenheiro Beltrão;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Entre Rios do Oeste;E
PR;Corredores das Águas;Esperança Nova;E
PR;Ecoaventuras Histórias e Sabores;Farol;E
PR;Vale do Ivaí;Faxinal;D
PR;Ecoaventuras Histórias e Sabores;Fênix;D
PR;Terra dos Pinheirais;Fernandes Pinheiro;D
PR;Corredores das Águas;Flórida;E
PR;Riquezas do Oeste;Formosa do Oeste;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Foz do Iguaçu;A
PR;Lagos e Colinas;Foz do Jordão;E
PR;Corredores das Águas;Francisco Alves;E
PR;Vales do Iguaçu;Francisco Beltrão;C
PR;Terra dos Pinheirais;General Carneiro;D
PR;Vale do Ivaí;Godoy Moreira;E
PR;Ecoaventuras Histórias e Sabores;Goioerê;C
PR;Vale do Ivaí;Grandes Rios;E
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Guaíra;C
PR;Corredores das Águas;Guairaçá;D
PR;Lagos e Colinas;Guaraniaçu;D
PR;Terra dos Pinheirais;Guarapuava;B
PR;Litoral do Paraná;Guaraqueçaba;D
PR;Litoral do Paraná;Guaratuba;B
PR;Norte Pioneiro;Ibaiti;D
PR;Norte do Paraná;Ibiporã;D
PR;Corredores das Águas;Icaraíma;D
PR;Corredores das Águas;Iguaraçu;D
PR;Riquezas do Oeste;Iguatu;D
PR;Terra dos Pinheirais;Inácio Martins;D
PR;Corredores das Águas;Inajá;E
PR;Campos Gerais;Ipiranga;E
PR;Corredores das Águas;Iporã;D
PR;Riquezas do Oeste;Iracema do Oeste;E
PR;Terra dos Pinheirais;Irati;C
PR;Entre Matas, Morros e Rios;Iretama;C
PR;Corredores das Águas;Itaguajé;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Itaipulândia;D
PR;Norte Pioneiro;Itambaracá;E
PR;Vale do Ivaí;Ivaiporã;C
PR;Corredores das Águas;Ivaté;D
PR;Norte Pioneiro;Jacarezinho;D
PR;Campos Gerais;Jaguariaíva;D
PR;Vale do Ivaí;Jandaia do Sul;D
PR;Vale do Ivaí;Jardim Alegre;D
PR;Corredores das Águas;Jardim Olinda;E
PR;Riquezas do Oeste;Jesuítas;D
PR;Vale do Ivaí;Kaloré;E
PR;Rotas do Pinhão;Lapa;D
PR;Entre Matas, Morros e Rios;LARANJAL;D
PR;Lagos e Colinas;Laranjeiras do Sul;C
PR;Vale do Ivaí;Lidianópolis;E
PR;Riquezas do Oeste;Lindoeste;D
PR;Corredores das Águas;Loanda;D
PR;Corredores das Águas;Lobato;E
PR;Norte do Paraná;Londrina;B
PR;Ecoaventuras Histórias e Sabores;Luiziana;D
PR;Vale do Ivaí;Lunardelli;E
PR;Norte do Paraná;Lupionópolis;E
PR;Terra dos Pinheirais;Mallet;D
PR;Corredores das Águas;Mandaguaçu;D
PR;Corredores das Águas;Mandaguari;D
PR;Rotas do Pinhão;Mandirituba;D
PR;Vales do Iguaçu;Mangueirinha;D
PR;Entre Matas, Morros e Rios;Manoel Ribas;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Marechal Cândido Rondon;C
PR;Corredores das Águas;Maria Helena;E
PR;Corredores das Águas;Marialva;D
PR;Vale do Ivaí;Marilândia do Sul;E
PR;Corredores das Águas;Marilena;E
PR;Corredores das Águas;Mariluz;D
PR;Corredores das Águas;Maringá;B
PR;Vales do Iguaçu;Mariópolis;D
PR;Riquezas do Oeste;Maripá;D
PR;Vale do Ivaí;Marumbi;E
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Matelândia;D
PR;Litoral do Paraná;Matinhos;B
PR;Entre Matas, Morros e Rios;Mato Rico;D
PR;Vale do Ivaí;Mauá da Serra;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Medianeira;C
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Mercedes;E
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Missal;D
PR;Ecoaventuras Histórias e Sabores;Moreira Sales;D
PR;Litoral do Paraná;Morretes;C
PR;Corredores das Águas;Munhoz de Melo;E
PR;Norte do Paraná;Nova América da Colina;E
PR;Riquezas do Oeste;Nova Aurora;D
PR;Ecoaventuras Histórias e Sabores;Nova Cantu;D
PR;Norte do Paraná;Nova Fátima;D
PR;Corredores das Águas;Nova Londrina;D
PR;Corredores das Águas;Nova Olímpia;E
PR;Vales do Iguaçu;Nova Prata do Iguaçu;D
PR;Entre Matas, Morros e Rios;Nova Tebas;D
PR;Vale do Ivaí;Novo Itacolomi;E
PR;Riquezas do Oeste;Ouro Verde do Oeste;E
PR;Corredores das Águas;Paiçandu;D
PR;Vales do Iguaçu;Palmas;C
PR;Campos Gerais;Palmeira;D
PR;Entre Matas, Morros e Rios;Palmital;D
PR;Riquezas do Oeste;Palotina;D
PR;Litoral do Paraná;Paranaguá;B
PR;Corredores das Águas;Paranavaí;C
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Pato Bragado;D
PR;Vales do Iguaçu;Pato Branco;C
PR;Terra dos Pinheirais;Paulo Frontin;E
PR;Ecoaventuras Histórias e Sabores;Peabiru;D
PR;Corredores das Águas;Pérola;D
PR;Rotas do Pinhão;Piên;D
PR;Rotas do Pinhão;Pinhais;D
PR;Lagos e Colinas;Pinhão;D
PR;Campos Gerais;Piraí do Sul;D
PR;Rotas do Pinhão;Piraquara;D
PR;Entre Matas, Morros e Rios;Pitanga;D
PR;Vales do Iguaçu;Planalto;D
PR;Campos Gerais;Ponta Grossa;B
PR;Litoral do Paraná;Pontal do Paraná;C
PR;Norte do Paraná;Porecatu;D
PR;Lagos e Colinas;Porto Barreiro;E
PR;Corredores das Águas;Porto Rico;D
PR;Terra dos Pinheirais;Porto Vitória;E
PR;Vales do Iguaçu;Pranchita;E
PR;Norte do Paraná;Primeiro de Maio;D
PR;Terra dos Pinheirais;Prudentópolis;D
PR;Rotas do Pinhão;Quatro Barras;D
PR;Riquezas do Oeste;Quatro Pontes;D
PR;Lagos e Colinas;Quedas do Iguaçu;D
PR;Corredores das Águas;Querência do Norte;D
PR;Ecoaventuras Histórias e Sabores;Quinta do Sol;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Ramilândia;D
PR;Norte do Paraná;Rancho Alegre;D
PR;Vales do Iguaçu;Realeza;D
PR;Terra dos Pinheirais;Rebouças;D
PR;Vales do Iguaçu;Renascença;E
PR;Lagos e Colinas;Reserva do Iguaçu;D
PR;Norte Pioneiro;Ribeirão Claro;D
PR;Terra dos Pinheirais;Rio Azul;D
PR;Vale do Ivaí;Rio Bom;E
PR;Lagos e Colinas;Rio Bonito do Iguaçu;D
PR;Entre Matas, Morros e Rios;Rio Branco do Ivaí;E
PR;Rotas do Pinhão;Rio Negro;D
PR;Norte do Paraná;Rolândia;D
PR;Entre Matas, Morros e Rios;Roncador;D
PR;Corredores das Águas;Rondon;D
PR;Vale do Ivaí;Rosário do Ivaí;D
PR;Vales do Iguaçu;Salgado Filho;E
PR;Corredores das Águas;Santa Cruz de Monte Castelo;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Helena;C
PR;Corredores das Águas;SANTA INÊS;E
PR;Corredores das Águas;Santa Isabel do Ivaí;D
PR;Vales do Iguaçu;Santa Izabel do Oeste;D
PR;Riquezas do Oeste;Santa Lúcia;E
PR;Entre Matas, Morros e Rios;Santa Maria do Oeste;D
PR;Norte Pioneiro;Santa Mariana;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Tereza do Oeste;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Terezinha de Itaipu;C
PR;Norte Pioneiro;Santo Antônio da Platina;C
PR;Norte do Paraná;Santo Antônio do Paraíso;E
PR;Vales do Iguaçu;Santo Antônio do Sudoeste;D
PR;Corredores das Águas;Santo Inácio;D
PR;Corredores das Águas;São Carlos do Ivaí;E
PR;Norte do Paraná;São Jerônimo da Serra;D
PR;Vale do Ivaí;São João do Ivaí;D
PR;Vales do Iguaçu;São Jorge d'Oeste;D
PR;Corredores das Águas;São Jorge do Patrocínio;D
PR;Rotas do Pinhão;São José dos Pinhais;C
PR;Corredores das Águas;São Manoel do Paraná;E
PR;Terra dos Pinheirais;São Mateus do Sul;C
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;São Miguel do Iguaçu;C
PR;Riquezas do Oeste;São Pedro do Iguaçu;E
PR;Vale do Ivaí;São Pedro do Ivaí;D
PR;Corredores das Águas;São Pedro do Paraná;E
PR;Norte do Paraná;São Sebastião da Amoreira;D
PR;Norte do Paraná;Sapopema;D
PR;Corredores das Águas;SARANDI;D
PR;Vales do Iguaçu;Saudade do Iguaçu;E
PR;Campos Gerais;Sengés;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Serranópolis do Iguaçu;E
PR;Norte do Paraná;Sertaneja;D
PR;Norte do Paraná;Sertanópolis;D
PR;Norte Pioneiro;Siqueira Campos;D
PR;Vales do Iguaçu;Sulina;D
PR;Norte do Paraná;Tamarana;D
PR;Corredores das Águas;Tapejara;D
PR;Corredores das Águas;Tapira;D
PR;Terra dos Pinheirais;Teixeira Soares;E
PR;Campos Gerais;Telêmaco Borba;C
PR;Ecoaventuras Histórias e Sabores;Terra Boa;D
PR;Corredores das Águas;Terra Rica;D
PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Terra Roxa;D
PR;Campos Gerais;Tibagi;C
PR;Rotas do Pinhão;Tijucas do Sul;D
PR;Riquezas do Oeste;Toledo;C
PR;Norte Pioneiro;Tomazina;D
PR;Corredores das Águas;Tuneiras do Oeste;E
PR;Riquezas do Oeste;Tupãssi;D
PR;Entre Matas, Morros e Rios;Turvo;D
PR;Ecoaventuras Histórias e Sabores;Ubiratã;D
PR;Corredores das Águas;Umuarama;C
PR;Terra dos Pinheirais;União da Vitória;D
PR;Norte do Paraná;Uraí;D
PR;Vales do Iguaçu;Verê;D
PR;Lagos e Colinas;Virmond;E
PR;Norte Pioneiro;Wenceslau Braz;D
PR;Corredores das Águas;Xambrê;E
RJ;Costa Verde;Angra dos Reis;A
RJ;Águas do Noroeste;Aperibé;D
RJ;Costa do Sol;Araruama;C
RJ;Caminhos Coloniais;Areal;D
RJ;Costa do Sol;Armação dos Búzios;A
RJ;Costa do Sol;Arraial do Cabo;B
RJ;Vale do Café;Barra do Piraí;B
RJ;Vale do Café;Barra Mansa;C
RJ;BAIXADA VERDE;Belford Roxo;D
RJ;Caminhos da Serra;Bom Jardim;D
RJ;Águas do Noroeste;Bom Jesus do Itabapoana;D
RJ;Costa do Sol;Cabo Frio;A
RJ;Serra Verde Imperial;Cachoeiras de Macacu;C
RJ;Águas do Noroeste;Cambuci;D
RJ;Costa Doce;Campos dos Goytacazes;B
RJ;Caminhos da Serra;Cantagalo;D
RJ;Costa do Sol;Carapebus;E
RJ;Costa Doce;Cardoso Moreira;D
RJ;Caminhos da Serra;Carmo;D
RJ;Costa do Sol;Casimiro de Abreu;C
RJ;Caminhos Coloniais;Comendador Levy Gasparian;D
RJ;Caminhos da Serra;Cordeiro;D
RJ;Caminhos da Serra;Duas Barras;D
RJ;BAIXADA VERDE;Duque de Caxias;B
RJ;Vale do Café;Engenheiro Paulo de Frontin;D
RJ;Serra Verde Imperial;Guapimirim;D
RJ;Costa do Sol;Iguaba Grande;C
RJ;Caminhos da Mata;Itaboraí;C
RJ;Costa Verde;Itaguaí;C
RJ;Águas do Noroeste;Italva;C
RJ;Águas do Noroeste;Itaocara;D
RJ;Águas do Noroeste;Itaperuna;B
RJ;Agulhas Negras;Itatiaia;B
RJ;BAIXADA VERDE;Japeri;D
RJ;Águas do Noroeste;Laje do Muriaé;D
RJ;Costa do Sol;Macaé;B
RJ;Caminhos da Serra;Macuco;D
RJ;BAIXADA VERDE;Magé;C
RJ;Costa Verde;Mangaratiba;B
RJ;Costa do Sol;Maricá;C
RJ;Vale do Café;Mendes;D
RJ;BAIXADA VERDE;Mesquita;D
RJ;Vale do Café;Miguel Pereira;C
RJ;Águas do Noroeste;Miracema;D
RJ;Águas do Noroeste;Natividade;D
RJ;BAIXADA VERDE;Nilópolis;C
RJ;METROPOLITANA;Niterói;B
RJ;Serra Verde Imperial;Nova Friburgo;B
RJ;BAIXADA VERDE;Nova Iguaçu;C
RJ;Vale do Café;Paracambi;D
RJ;Caminhos Coloniais;Paraíba do Sul;C
RJ;Costa Verde;Paraty;A
RJ;Vale do Café;Paty do Alferes;D
RJ;Serra Verde Imperial;Petrópolis;B
RJ;Vale do Café;Pinheiral;D
RJ;Vale do Café;Piraí;C
RJ;Águas do Noroeste;Porciúncula;D
RJ;Agulhas Negras;Porto Real;D
RJ;Agulhas Negras;Quatis;D
RJ;BAIXADA VERDE;Queimados;D
RJ;Costa do Sol;Quissamã;D
RJ;Agulhas Negras;Resende;B
RJ;Caminhos da Mata;Rio Bonito;C
RJ;Costa Verde;Rio Claro;D
RJ;Vale do Café;Rio das Flores;D
RJ;Costa do Sol;Rio das Ostras;B
RJ;METROPOLITANA;Rio de Janeiro;A
RJ;Caminhos da Serra;Santa Maria Madalena;D
RJ;Águas do Noroeste;Santo Antônio de Pádua;D
RJ;Costa Doce;São Fidélis;D
RJ;Costa Doce;São Francisco de Itabapoana;C
RJ;Caminhos da Mata;São Gonçalo;C
RJ;Costa Doce;São João da Barra;C
RJ;BAIXADA VERDE;São João de Meriti;B
RJ;Caminhos Coloniais;São José do Vale do Rio Preto;D
RJ;Costa do Sol;São Pedro da Aldeia;C
RJ;Caminhos Coloniais;Sapucaia;D
RJ;Costa do Sol;Saquarema;B
RJ;BAIXADA VERDE;Seropédica;D
RJ;Caminhos da Mata;Silva Jardim;D
RJ;Caminhos da Serra;Sumidouro;D
RJ;Caminhos da Mata;Tanguá;D
RJ;Serra Verde Imperial;Teresópolis;B
RJ;Caminhos da Serra;Trajano de Moraes;D
RJ;Caminhos Coloniais;Três Rios;C
RJ;Vale do Café;Valença;B
RJ;Águas do Noroeste;Varre-Sai;D
RJ;Vale do Café;Vassouras;C
RJ;Vale do Café;Volta Redonda;C
RN;Polo Seridó;Acari;D
RN;Polo Costa Branca;Açu;D
RN;Polo Costa Branca;Afonso Bezerra;D
RN;Polo Serrano;Alexandria;D
RN;Polo Serrano;Apodi;C
RN;Polo Costa Branca;Areia Branca;C
RN;Polo Costa das Dunas;Baía Formosa;C
RN;Polo Costa Branca;Baraúna;D
RN;Polo Seridó;Caicó;C
RN;Polo Agreste/Trairi;Campo Redondo;E
RN;Polo Costa das Dunas;Canguaretama;C
RN;Polo Serrano;Caraúbas;C
RN;Polo Seridó;Carnaúba dos Dantas;E
RN;Polo Costa Branca;Carnaubais;D
RN;Polo Costa das Dunas;Ceará-Mirim;D
RN;Polo Seridó;Cerro Corá;D
RN;Polo Agreste/Trairi;Coronel Ezequiel;E
RN;Polo Seridó;Currais Novos;C
RN;Polo Serrano;Encanto;E
RN;Polo Costa das Dunas;Extremoz;D
RN;Polo Serrano;Felipe Guerra;D
RN;Polo Seridó;Florânia;D
RN;Polo Serrano;Frutuoso Gomes;D
RN;Polo Costa Branca;Galinhos;D
RN;Polo Costa Branca;Grossos;E
RN;Polo Costa Branca;Guamaré;C
RN;Polo Costa Branca;Ipanguaçu;D
RN;Polo Costa Branca;Itajá;D
RN;Polo Agreste/Trairi;Jaçanã;D
RN;Polo Serrano;Janduís;E
RN;Polo Serrano;José da Penha;D
RN;Polo Seridó;Jucurutu;D
RN;Polo Seridó;Lagoa Nova;D
RN;Polo Serrano;Lucrécia;E
RN;Polo Serrano;Luís Gomes;D
RN;Polo Costa das Dunas;Macaíba;D
RN;Polo Costa Branca;Macau;D
RN;Polo Serrano;Major Sales;E
RN;Polo Serrano;Marcelino Vieira;E
RN;Polo Serrano;Martins;D
RN;Polo Costa das Dunas;Maxaranguape;D
RN;Polo Agreste/Trairi;Montanhas;E
RN;Polo Agreste/Trairi;Monte das Gameleiras;E
RN;Polo Costa Branca;Mossoró;B
RN;Polo Costa das Dunas;Natal;A
RN;Polo Costa das Dunas;Nísia Floresta;D
RN;Polo Seridó;Parelhas;D
RN;Polo Costa das Dunas;Parnamirim;C
RN;Polo Agreste/Trairi;Passa e Fica;D
RN;Polo Serrano;Patu;D
RN;Polo Serrano;Pau dos Ferros;C
RN;Polo Costa das Dunas;Pedra Grande;D
RN;Polo Serrano;Portalegre;D
RN;Polo Costa Branca;Porto do Mangue;E
RN;Polo Serrano;Riacho da Cruz;D
RN;Polo Costa das Dunas;Rio do Fogo;D
RN;Polo Agreste/Trairi;Santa Cruz;C
RN;Polo Agreste/Trairi;São Bento do Trairí;E
RN;Polo Costa das Dunas;São Gonçalo do Amarante;D
RN;Polo Agreste/Trairi;São José do Campestre;D
RN;Polo Serrano;São Miguel;D
RN;Polo Costa das Dunas;São Miguel do Gostoso;C
RN;Polo Costa Branca;São Rafael;D
RN;Polo Costa das Dunas;Senador Georgino Avelino;D
RN;Polo Agreste/Trairi;Serra Caiada;E
RN;Polo Agreste/Trairi;Serra de São Bento;D
RN;Polo Seridó;Serra Negra do Norte;D
RN;Polo Serrano;Serrinha dos Pintos;E
RN;Polo Agreste/Trairi;Sítio Novo;E
RN;Polo Agreste/Trairi;Tangará;E
RN;Polo Costa Branca;Tibau;C
RN;Polo Costa das Dunas;Tibau do Sul;B
RN;Polo Costa das Dunas;Touros;D
RN;Polo Serrano;Venha-Ver;E
RN;Polo Serrano;Viçosa;E
RO;Vale do Guaporé;Alta Floresta D'Oeste;D
RO;Vale do Jamari;ALTO PARAÍSO;D
RO;Vale do Jamari;Ariquemes;C
RO;Vale do Guaporé;Cabixi;D
RO;Vale do Jamari;Cacaulândia;D
RO;BR 364 - Caminhos de Rondon;Cacoal;C
RO;Vale do Jamari;Campo Novo de Rondônia;D
RO;Polo Porto Velho;Candeias do Jamari;D
RO;Vale do Guaporé;Costa Marques;D
RO;BR 364 - Caminhos de Rondon;Espigão D'Oeste;D
RO;Polo Guajará-Mirim;Guajará-Mirim;C
RO;BR 364 - Caminhos de Rondon;Ji-Paraná;C
RO;Polo Guajará-Mirim;Nova Mamoré;D
RO;BR 364 - Caminhos de Rondon;Nova União;D
RO;BR 364 - Caminhos de Rondon;Ouro Preto do Oeste;D
RO;BR 364 - Caminhos de Rondon;Pimenta Bueno;D
RO;Vale do Guaporé;Pimenteiras do Oeste;D
RO;Polo Porto Velho;Porto Velho;A
RO;BR 364 - Caminhos de Rondon;Presidente Médici;D
RO;Vale do Guaporé;São Francisco do Guaporé;D
RO;Vale do Guaporé;São Miguel do Guaporé;D
RO;BR 364 - Caminhos de Rondon;Vilhena;C
RR;Roraima, a Savana Amazônica;Alto Alegre;D
RR;O Extremo Norte do Brasil;Amajari;D
RR;Roraima, a Savana Amazônica;Boa Vista;A
RR;Roraima, a Savana Amazônica;Bonfim;D
RR;Roraima, a Savana Amazônica;Cantá;D
RR;Águas e Florestas da Linha do Equador;Caracaraí;D
RR;Águas e Florestas da Linha do Equador;Caroebe;D
RR;Roraima, a Savana Amazônica;Mucajaí;D
RR;O Extremo Norte do Brasil;Normandia;D
RR;O Extremo Norte do Brasil;Pacaraima;D
RR;Águas e Florestas da Linha do Equador;Rorainópolis;C
RR;O Extremo Norte do Brasil;Uiramutã;D
RS;Pampa Gaúcho;Aceguá;D
RS;Rota das Araucárias;Água Santa;E
RS;Central;Agudo;D
RS;Rota do Yucumã;Ajuricaba;D
RS;Rota do Rio Uruguai;Alecrim;D
RS;Fronteira;Alegrete;C
RS;Rota do Rio Uruguai;Alegria;E
RS;Rota Águas e Pedras;Alpestre;D
RS;Vale do Caí;Alto Feliz;E
RS;Rota Águas e Pedras;Ametista do Sul;D
RS;Vale do Taquari;Anta Gorda;E
RS;Uva e Vinho;Antônio Prado;D
RS;Costa Doce;Arambaré;C
RS;Vale do Rio dos Sinos;Araricá;D
RS;Termas e Lagos;Aratiba;D
RS;Vale do Taquari;Arroio do Meio;D
RS;Litoral Norte Gaúcho;Arroio do Sal;C
RS;Carbonífera;Arroio dos Ratos;D
RS;Costa Doce;Arroio Grande;D
RS;Vale do Taquari;Arvorezinha;D
RS;Rota do Yucumã;Augusto Pestana;D
RS;Termas e Lagos;Áurea;E
RS;Pampa Gaúcho;Bagé;B
RS;Litoral Norte Gaúcho;Balneário Pinhal;D
RS;Vale do Caí;Barão;E
RS;Carbonífera;Barão do Triunfo;D
RS;Rota do Yucumã;Barra do Guarita;E
RS;Fronteira;Barra do Quaraí;D
RS;Costa Doce;Barra do Ribeiro;D
RS;Alto da Serra do Botucaraí;Barros Cassal;D
RS;Uva e Vinho;Bento Gonçalves;B
RS;Rota do Rio Uruguai;Boa Vista do Buricá;D
RS;Rota das Terras Encantadas;Boa Vista do Cadeado;E
RS;Rota das Terras Encantadas;Boa Vista do Incra;E
RS;Campos de Cima da Serra;Bom Jesus;D
RS;Vale do Caí;Bom Princípio;D
RS;Rota do Yucumã;Bom Progresso;E
RS;Vale do Taquari;Bom Retiro do Sul;D
RS;Vale do Taquari;Boqueirão do Leão;D
RS;Rota Missões;Bossoroca;D
RS;Rota do Yucumã;Bozano;D
RS;Rota do Yucumã;Braga;E
RS;Vale do Caí;Brochier;E
RS;Carbonífera;Butiá;D
RS;Pampa Gaúcho;Caçapava do Sul;C
RS;Central;Cachoeira do Sul;C
RS;Delta do Jacuí;Cachoeirinha;D
RS;Rota das Araucárias;Cacique Doble;D
RS;Rota Missões;Caibaté;E
RS;Rota Águas e Pedras;Caiçara;E
RS;Costa Doce;Camaquã;C
RS;Campos de Cima da Serra;Cambará do Sul;C
RS;Campos de Cima da Serra;Campestre da Serra;E
RS;Rota do Rio Uruguai;Campina das Missões;D
RS;Vale do Rio dos Sinos;Campo Bom;C
RS;Rota do Yucumã;Campo Novo;E
RS;Vale do Rio Pardo;Candelária;D
RS;Rota do Rio Uruguai;Cândido Godói;E
RS;Pampa Gaúcho;Candiota;D
RS;Hortênsias;Canela;B
RS;Costa Doce;Canguçu;D
RS;Delta do Jacuí;Canoas;B
RS;Litoral Norte Gaúcho;Capão da Canoa;B
RS;Vale do Caí;Capela de Santana;D
RS;Litoral Norte Gaúcho;Capivari do Sul;E
RS;Litoral Norte Gaúcho;Caraá;D
RS;Uva e Vinho;Carlos Barbosa;D
RS;Uva e Vinho;Casca;D
RS;Rota do Yucumã;Catuípe;E
RS;Uva e Vinho;Caxias do Sul;B
RS;Termas e Lagos;Centenário;E
RS;Rota Missões;Cerro Largo;D
RS;Cultura e Tradição;Chapada;D
RS;Carbonífera;Charqueadas;D
RS;Rota do Yucumã;Chiapetta;D
RS;Costa Doce;Chuí;D
RS;Litoral Norte Gaúcho;Cidreira;C
RS;Vale do Taquari;Colinas;D
RS;Rota das Terras Encantadas;Colorado;D
RS;Rota do Yucumã;Condor;D
RS;Cultura e Tradição;Constantina;D
RS;Vale do Taquari;Coqueiro Baixo;D
RS;Cultura e Tradição;Coqueiros do Sul;E
RS;Rota do Yucumã;Coronel Barros;E
RS;Rota do Yucumã;Coronel Bicaco;E
RS;Uva e Vinho;Coronel Pilar;E
RS;Uva e Vinho;Cotiporã;D
RS;Rota do Yucumã;Crissiumal;D
RS;Costa Doce;Cristal;D
RS;Rota Águas e Pedras;Cristal do Sul;E
RS;Rota das Terras Encantadas;Cruz Alta;C
RS;Vale do Taquari;CRUZEIRO DO SUL;E
RS;Rota do Yucumã;Derrubadas;D
RS;Vale do Rio dos Sinos;Dois Irmãos;D
RS;Rota Águas e Pedras;Dois Irmãos das Missões;E
RS;Vale do Taquari;Dois Lajeados;E
RS;Costa Doce;Dom Feliciano;D
RS;Pampa Gaúcho;Dom Pedrito;D
RS;Litoral Norte Gaúcho;Dom Pedro de Alcântara;E
RS;Central;Dona Francisca;E
RS;Rota do Rio Uruguai;Doutor Maurício Cardoso;D
RS;Vale do Taquari;Doutor Ricardo;D
RS;Vale do Taquari;Encantado;D
RS;Rota Missões;Entre-Ijuís;D
RS;Termas e Lagos;Entre Rios do Sul;D
RS;Termas e Lagos;Erebango;E
RS;Termas e Lagos;Erechim;C
RS;Cultura e Tradição;Ernestina;D
RS;Campos de Cima da Serra;Esmeralda;D
RS;Rota do Yucumã;Esperança do Sul;E
RS;Vale do Rio dos Sinos;Estância Velha;D
RS;Delta do Jacuí;Esteio;D
RS;Vale do Taquari;Estrela;D
RS;Centro-Serra;Estrela Velha;E
RS;Uva e Vinho;Farroupilha;C
RS;Central;Faxinal do Soturno;D
RS;Vale do Taquari;Fazenda Vilanova;E
RS;Vale do Caí;Feliz;D
RS;Uva e Vinho;Flores da Cunha;D
RS;Termas e Lagos;Floriano Peixoto;E
RS;Alto da Serra do Botucaraí;Fontoura Xavier;D
RS;Vale do Taquari;Forquetinha;E
RS;Rota das Terras Encantadas;Fortaleza dos Valos;E
RS;Rota Águas e Pedras;Frederico Westphalen;D
RS;Uva e Vinho;Garibaldi;D
RS;Carbonífera;General Câmara;D
RS;Termas e Lagos;Getúlio Vargas;D
RS;Rota Missões;Giruá;D
RS;Delta do Jacuí;Glorinha;D
RS;Hortênsias;Gramado;A
RS;Alto da Serra do Botucaraí;Gramado Xavier;D
RS;Delta do Jacuí;Gravataí;C
RS;Costa Doce;Guaíba;D
RS;Uva e Vinho;Guaporé;D
RS;Rota Missões;Guarani das Missões;E
RS;Vale do Caí;Harmonia;D
RS;Vale do Rio Pardo;Herveiras;D
RS;Rota do Rio Uruguai;Horizontina;D
RS;Rota do Yucumã;Humaitá;E
RS;Centro-Serra;Ibarama;E
RS;Rota das Terras Encantadas;Ibirubá;D
RS;Vale do Paranhana;Igrejinha;D
RS;Rota do Yucumã;Ijuí;C
RS;Vale do Taquari;Ilópolis;D
RS;Litoral Norte Gaúcho;Imbé;C
RS;Vale do Taquari;Imigrante;E
RS;Rota do Yucumã;Inhacorá;E
RS;Campos de Cima da Serra;Ipê;E
RS;Termas e Lagos;Ipiranga do Sul;D
RS;Rota Águas e Pedras;Iraí;D
RS;Central;Itaara;E
RS;Fronteira;Itaqui;D
RS;Litoral Norte Gaúcho;Itati;E
RS;Termas e Lagos;Itatiba do Sul;E
RS;Central;Ivorá;D
RS;Vale do Rio dos Sinos;Ivoti;D
RS;Termas e Lagos;JACUTINGA;E
RS;Costa Doce;Jaguarão;C
RS;Vale do Jaguarí;Jaguari;D
RS;Campos de Cima da Serra;Jaquirana;D
RS;Rota do Yucumã;Jóia;D
RS;Central;Júlio de Castilhos;D
RS;Rota das Terras Encantadas;Lagoa dos Três Cantos;D
RS;Rota das Araucárias;Lagoa Vermelha;D
RS;Vale do Taquari;Lajeado;C
RS;Pampa Gaúcho;Lavras do Sul;D
RS;Vale do Caí;Linha Nova;E
RS;Rota das Araucárias;Machadinho;D
RS;Litoral Norte Gaúcho;Mampituba;E
RS;Fronteira;Manoel Viana;D
RS;Litoral Norte Gaúcho;Maquiné;D
RS;Vale do Caí;Maratá;D
RS;Uva e Vinho;Marau;C
RS;Termas e Lagos;Marcelino Ramos;D
RS;Costa Doce;Mariana Pimentel;D
